Datetime,Price,Ticker,Value
2024-10-14,Open,MT.AS,22.514395103704032
2024-10-14,Volume,AC.PA,502961.0
2024-10-14,Volume,AI.PA,358553.0
2024-10-14,Volume,AIR.PA,1002500.0
2024-10-14,Volume,BNP.PA,1498110.0
2024-10-14,Volume,CS.PA,2783649.0
2024-10-14,Volume,MT.AS,1673699.0
2024-10-15,Close,AC.PA,40.93000030517578
2024-10-15,Close,AI.PA,171.82000732421875
2024-10-15,Close,AIR.PA,135.75999450683594
2024-10-15,Close,BNP.PA,63.709999084472656
2024-10-15,Close,CS.PA,35.81999969482422
2024-10-15,Close,MT.AS,21.831541061401367
2024-10-15,High,AC.PA,41.41999816894531
2024-10-15,High,AI.PA,173.4600067138672
2024-10-15,High,AIR.PA,137.13999938964844
2024-10-15,High,BNP.PA,63.810001373291016
2024-10-15,High,CS.PA,35.959999084472656
2024-10-15,High,MT.AS,22.336259611161417
2024-10-15,Low,AC.PA,40.7599983215332
2024-10-15,Low,AI.PA,171.82000732421875
2024-10-15,Low,AIR.PA,135.32000732421875
2024-10-15,Low,BNP.PA,62.63999938964844
2024-10-15,Low,CS.PA,35.470001220703125
2024-10-15,Low,MT.AS,21.60392344707694
2024-10-15,Open,AC.PA,40.83000183105469
2024-10-15,Open,AI.PA,172.5
2024-10-15,Open,AIR.PA,136.0
2024-10-15,Open,BNP.PA,63.04999923706055
2024-10-15,Open,CS.PA,35.5
2024-10-15,Open,MT.AS,22.296674841868157
2024-10-15,Volume,AC.PA,968749.0
2024-10-15,Volume,AI.PA,902999.0
2024-10-15,Volume,AIR.PA,1876035.0
2024-10-15,Volume,BNP.PA,2926156.0
2024-10-15,Volume,CS.PA,5390457.0
2024-10-15,Volume,MT.AS,2875060.0
2024-10-16,Close,AC.PA,41.72999954223633
2024-10-16,Close,AI.PA,171.8800048828125
2024-10-16,Close,AIR.PA,135.9600067138672
2024-10-16,Close,BNP.PA,64.4800033569336
2024-10-16,Close,CS.PA,35.7599983215332
2024-10-16,Close,MT.AS,21.831541061401367
2024-10-16,High,AC.PA,41.72999954223633
2024-10-16,High,AI.PA,172.94000244140625
2024-10-16,High,AIR.PA,136.8000030517578
2024-10-16,High,BNP.PA,64.4800033569336
2024-10-16,High,CS.PA,35.970001220703125
2024-10-16,High,MT.AS,21.940402480250302
2024-10-16,Low,AC.PA,40.650001525878906
2024-10-16,Low,AI.PA,171.1999969482422
2024-10-16,Low,AIR.PA,134.72000122070312
2024-10-16,Low,BNP.PA,63.220001220703125
2024-10-16,Low,CS.PA,35.54999923706055
2024-10-16,Low,MT.AS,21.56433867778368
2024-10-16,Open,AC.PA,40.68999862670898
2024-10-16,Open,AI.PA,172.39999389648438
2024-10-16,Open,AIR.PA,135.1999969482422
2024-10-16,Open,BNP.PA,63.470001220703125
2024-10-16,Open,CS.PA,35.970001220703125
2024-10-16,Open,MT.AS,21.72268153014812
2024-10-16,Volume,AC.PA,773214.0
2024-10-16,Volume,AI.PA,498518.0
2024-10-16,Volume,AIR.PA,1367862.0
2024-10-16,Volume,BNP.PA,2547930.0
2024-10-16,Volume,CS.PA,3148393.0
2024-10-16,Volume,MT.AS,1813580.0
2024-10-17,Close,AC.PA,41.9900016784668
2024-10-17,Close,AI.PA,172.6199951171875
2024-10-17,Close,AIR.PA,141.3000030517578
2024-10-17,Close,BNP.PA,65.61000061035156
2024-10-17,Close,CS.PA,35.970001220703125
2024-10-17,Close,MT.AS,21.881023406982425
2024-10-17,High,AC.PA,42.25
2024-10-17,High,AI.PA,174.10000610351562
2024-10-17,High,AIR.PA,142.4600067138672
2024-10-17,High,BNP.PA,65.94999694824219
2024-10-17,High,CS.PA,36.18000030517578
2024-10-17,High,MT.AS,21.930504838291878
2024-10-17,Low,AC.PA,41.5099983215332
2024-10-17,Low,AI.PA,172.44000244140625
2024-10-17,Low,AIR.PA,137.36000061035156
2024-10-17,Low,BNP.PA,64.4800033569336
2024-10-17,Low,CS.PA,35.720001220703125
2024-10-17,Low,MT.AS,21.594025820119885
2024-10-17,Open,AC.PA,41.84999847412109
2024-10-17,Open,AI.PA,172.52000427246094
2024-10-17,Open,AIR.PA,137.6199951171875
2024-10-17,Open,BNP.PA,64.52999877929688
2024-10-17,Open,CS.PA,35.849998474121094
2024-10-17,Open,MT.AS,21.73257533786284
2024-10-17,Volume,AC.PA,632198.0
2024-10-17,Volume,AI.PA,445457.0
2024-10-17,Volume,AIR.PA,1678933.0
2024-10-17,Volume,BNP.PA,3538311.0
2024-10-17,Volume,CS.PA,3411006.0
2024-10-17,Volume,MT.AS,1481909.0
2024-10-18,Close,AC.PA,41.97999954223633
2024-10-18,Close,AI.PA,173.67999267578125
2024-10-18,Close,AIR.PA,139.55999755859375
2024-10-18,Close,BNP.PA,66.2699966430664
2024-10-18,Close,CS.PA,36.08000183105469
2024-10-18,Close,MT.AS,22.247190475463867
2024-10-18,High,AC.PA,42.22999954223633
2024-10-18,High,AI.PA,173.67999267578125
2024-10-18,High,AIR.PA,141.24000549316406
2024-10-18,High,BNP.PA,66.72000122070312
2024-10-18,High,CS.PA,36.119998931884766
2024-10-18,High,MT.AS,22.455016639174712
2024-10-18,Low,AC.PA,41.650001525878906
2024-10-18,Low,AI.PA,171.5800018310547
2024-10-18,Low,AIR.PA,139.55999755859375
2024-10-18,Low,BNP.PA,65.27999877929688
2024-10-18,Low,CS.PA,35.779998779296875
2024-10-18,Low,MT.AS,21.881023354423984
2024-10-18,Open,AC.PA,41.7599983215332
2024-10-18,Open,AI.PA,171.94000244140625
2024-10-18,Open,AIR.PA,140.72000122070312
2024-10-18,Open,BNP.PA,65.31999969482422
2024-10-18,Open,CS.PA,35.779998779296875
2024-10-18,Open,MT.AS,21.881023354423984
2024-10-18,Volume,AC.PA,802384.0
2024-10-18,Volume,AI.PA,531268.0
2024-10-18,Volume,AIR.PA,1361131.0
2024-10-18,Volume,BNP.PA,3181758.0
2024-10-18,Volume,CS.PA,2771411.0
2024-10-18,Volume,MT.AS,2135428.0
2024-10-21,Close,AC.PA,41.56999969482422
2024-10-21,Close,AI.PA,171.8800048828125
2024-10-21,Close,AIR.PA,138.83999633789062
2024-10-21,Close,BNP.PA,65.80000305175781
2024-10-21,Close,CS.PA,35.720001220703125
2024-10-21,Close,MT.AS,21.90081596374512
2024-10-21,High,AC.PA,42.0099983215332
2024-10-21,High,AI.PA,173.0
2024-10-21,High,AIR.PA,139.94000244140625
2024-10-21,High,BNP.PA,66.30999755859375
2024-10-21,High,CS.PA,35.93000030517578
2024-10-21,High,MT.AS,22.346156418622044
2024-10-21,Low,AC.PA,41.56999969482422
2024-10-21,Low,AI.PA,171.55999755859375
2024-10-21,Low,AIR.PA,138.17999267578125
2024-10-21,Low,BNP.PA,65.08000183105469
2024-10-21,Low,CS.PA,35.65999984741211
2024-10-21,Low,MT.AS,21.85133452991244
2024-10-21,Open,AC.PA,41.880001068115234
2024-10-21,Open,AI.PA,172.5
2024-10-21,Open,AIR.PA,139.0
2024-10-21,Open,BNP.PA,65.97000122070312
2024-10-21,Open,CS.PA,35.7400016784668
2024-10-21,Open,MT.AS,22.17791690095695
2024-10-21,Volume,AC.PA,659272.0
2024-10-21,Volume,AI.PA,511776.0
2024-10-21,Volume,AIR.PA,901298.0
2024-10-21,Volume,BNP.PA,1753455.0
2024-10-21,Volume,CS.PA,2850686.0
2024-10-21,Volume,MT.AS,1528262.0
2024-10-22,Close,AC.PA,42.20000076293945
2024-10-22,Close,AI.PA,170.9199981689453
2024-10-22,Close,AIR.PA,141.24000549316406
2024-10-22,Close,BNP.PA,65.69999694824219
2024-10-22,Close,CS.PA,35.400001525878906
2024-10-22,Close,MT.AS,21.93050575256348
2024-10-22,High,AC.PA,42.220001220703125
