Date,Ticker,Action,Price,Balance,Total_Value
2024-03-01 09:00:00+00:00,AC.PA,HOLD,39.869998931884766,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,ACA.PA,HOLD,12.592000007629396,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,AI.PA,SELL,170.25454711914062,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,AIR.PA,BUY,153.33999633789062,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,BN.PA,HOLD,58.9900016784668,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,BNP.PA,HOLD,56.09000015258789,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,CA.PA,SELL,15.369999885559082,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,CAP.PA,HOLD,225.3999938964844,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,CS.PA,BUY,32.744998931884766,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,DG.PA,SELL,117.72000122070312,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,DSY.PA,BUY,42.73500061035156,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,EDEN.PA,HOLD,46.18000030517578,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,EL.PA,HOLD,192.8116455078125,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,EN.PA,HOLD,36.060001373291016,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,ENGI.PA,SELL,14.902000427246094,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,ERF.PA,BUY,55.47999954223633,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,GLE.PA,SELL,22.799999237060547,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,HO.PA,SELL,138.0,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,KER.PA,BUY,424.5,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,LR.PA,HOLD,92.87999725341795,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,MC.PA,HOLD,844.4000244140625,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,ML.PA,SELL,34.209999084472656,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,MT.AS,SELL,24.104999542236328,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,OR.PA,SELL,443.2999877929688,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,ORA.PA,SELL,10.595999717712402,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,PUB.PA,SELL,97.8000030517578,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,RI.PA,BUY,155.64999389648438,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,RMS.PA,SELL,2305.5,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,RNO.PA,HOLD,39.20000076293945,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,SAF.PA,HOLD,193.55999755859372,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,SAN.PA,HOLD,87.7699966430664,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,SGO.PA,HOLD,68.69000244140625,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,STLAP.PA,BUY,24.31999969482422,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,STMPA.PA,BUY,42.3849983215332,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,SU.PA,SELL,209.3999938964844,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,TEP.PA,BUY,115.5999984741211,8482.420009613037,10004.160015106201
2024-03-01 09:00:00+00:00,TTE.PA,HOLD,59.38999938964844,8482.420009613037,10004.160015106201
